file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/DELAQUE/Distrust.png;| Distrust;Delaque Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round. Choose one enemy Ganger or

Juve. For the duration of this battle, fighters
belonging to both gangs treat that fighter as an
enemy fighter. Note that the opposing player still
treats this fighter as part of their crew, activating
them, performing actions and so forth, but in all
other regards the fighter is treated as an enemy
fighter and not as a part of the gang.";Méfiance;Delaque;Jouez cette tactique de gang au début de la bataille, après que les deux camps se soient déployés, mais avant le premier tour. Choisissez un Ganger ennemi ou La Juve. Pendant toute la durée de cette bataille, les combattants appartenant aux deux gangs traitent ce combattant comme un combattant ennemi. Notez que le joueur adverse traite ce combattant comme faisant partie de son équipage, activant eux, accomplissant des actions et ainsi de suite, mais dans tous à part ça, le combattant est traité comme un ennemi combattant et non en tant que membre du gang.
../TacticsCards/DELAQUE/Eyes in the Dark.png;Eyes in the Dark;Delaque Tactics;"Play at the start of any round, after rolling for
Priority.

For the duration of the round, all friendly
fighters are treated as having photo goggles.
Friendly fighters already equipped with photo
goggles may instead ignore cover when making
a Shoot (Basic) action targeting a Standing and
Active enemy fighter. Note that this does not
apply if the action would be (Simple) or
(Double) for any reason.";Des yeux dans le noir;Delaque;Jouez au début d’un tour, après avoir lancé Priorité. Pendant toute la durée du round, tous amicaux les combattants sont traités comme ayant des lunettes photo. Des combattants alliés déjà équipés de photo les lunettes peuvent à la place ignorer la couverture lors de la fabrication une action Tir (Basique) ciblant un Personnage Debout et Combattant ennemi actif. Notez que cela ne signifie pas s'applique si l'action serait (Simple) ou (Double) pour quelque raison que ce soit.
../TacticsCards/DELAQUE/Faceless.png;Faceless;Delaque Tactics;"| Play at the start of any round, after rolling
for Priority.

Choose two of your fighters anywhereon
the board. These fighters swap positions,
even if they are Engaged in melee. Leaders,
Champions, Brutes, Hired Guns, and
Seriously Injured fighters may not be moved
using this card.";Sans visage;Delaque;Jouez au début d’un tour, après avoir lancé pour Priorité. Choisissez deux de vos combattants n'importe où le conseil d'administration. Ces combattants échangent leurs positions, même s'ils sont engagés en mêlée. Dirigeants, Champions, brutes, mercenaires et Les combattants grièvement blessés ne peuvent pas être déplacés en utilisant cette carte.
../TacticsCards/DELAQUE/Faces in the Gloom.png;Faces in the Gloom;Delaque Tactics;"Play this gang tactic when an enemy fighter
performs a Shoot (Basic) action.

Faces loom from the darkness of the underhive,
making the fighter think they are surrounded by
enemies. Apply a -D3 modifier to the fighter's
Hit roll.";Visages dans la pénombre;Delaque;Jouez cette tactique de gang lorsqu'un combattant ennemi effectue une action Tir (Basique). Des visages surgissent des ténèbres du sous-monde, faisant croire au combattant qu'il est entouré de ennemis. Appliquez un modificateur de -D3 au combattant. Frappez le jet.
../TacticsCards/DELAQUE/Friend or Foe_.png;Friend or Foe?;Delaque Tactics;"Play at the start of any round, after rolling for
Priority.

Choose one of your fighters. For the duration of
the round, fighters on the enemy gang may not
target this fighter with any attacks. Additionally,
this fighter may move within 1"" of enemy
fighters, and vice versa. Should this fighter make
any attacks targeting an enemy fighter, this card
immediately expires.";Ami ou ennemi ?;Delaque;"Jouez au début d’un tour, après avoir lancé Priorité. Choisissez un de vos combattants. Pour la durée de le tour, les combattants du gang ennemi ne peuvent pas ciblez ce combattant avec une attaque. De plus, ce combattant peut se déplacer à moins de 1"" de l'ennemi combattants, et vice versa. Ce combattant devrait-il faire toute attaque ciblant un combattant ennemi, cette carte expire immédiatement."
../TacticsCards/DELAQUE/Ghostly.png;Ghostly;Delaque Tactics;"Play this card when activating a fighter.

Tuck this card under the fighter's card.

While it is there, all ranged attacks targeting

this fighter suffer an additional -1 modifier
to the hit roll. In each End phase, roll a D6.
On a 1, the card is discarded.";Fantomatique;Delaque;Jouez cette carte lors de l'activation d'un combattant. Glissez cette carte sous la carte du combattant. Tant qu'il est là, toutes les attaques à distance ciblant ce combattant subit un modificateur supplémentaire de -1 au jet de touche. Dans chaque phase de fin, lancez un D6. Sur un 1, la carte est défaussée.
../TacticsCards/DELAQUE/Labyrinth.png;| Labyrinth;Delaque Tactics;"| Play at the start of the game, after both

gangs have been deployed.

You may immediately move D6 obstacles up
to 3"" in any direction. Alternatively, you

may either add or remove D3 obstacles.";Labyrinthe;Delaque;"Jouez au début du jeu, après les deux des gangs ont été déployés. Vous pouvez immédiatement déplacer les obstacles D6 vers le haut. à 3"" dans une direction. Alternativement, vous peut ajouter ou supprimer des obstacles D3."
../TacticsCards/DELAQUE/Maddening Voices.png;Maddening Voices;Delaque Tactics;"Play this gang tactic when the opposing player
activates one of their fighters.

The activated fighter must immediately make a
Willpower check, applying a -1 modifier for each
of your Delaque fighters that is within 3"" of
them. If this check is failed, the activated fighter
immediately becomes subject to the Insane
condition (as described in the Necromunda
Rulebook).";Voix affolantes;Delaque;"Jouez cette tactique de gang lorsque le joueur adverse active l'un de leurs combattants. Le combattant activé doit immédiatement effectuer un Test de Volonté, appliquant un modificateur de -1 pour chacun de vos combattants Delaque qui se trouve à moins de 3"" de eux. Si ce test échoue, le combattant activé devient immédiatement soumis au fou état (tel que décrit dans le Necromunda Livret de règles)."
../TacticsCards/DELAQUE/Mass Infiltration.png;Mass Infiltration;Delaque Tactics;"| Play this card during deployment.

Choose D3 fighters in your crew. For the
duration of this battle, these fighters gain |
the Infiltrate skill";Infiltration massive;Delaque;Jouez cette carte pendant le déploiement. Choisissez des combattants D3 dans votre équipage. Pour le durée de cette bataille, ces combattants gagnent la compétence Infiltration
../TacticsCards/DELAQUE/Over Here....png;Over Here...;Delaque Tactics;"Play when an enemy model makesa Move |
(Simple) action.

Instead of moving normally, the chosen |
enemy fighter moves D6"" in a direction
chosen by you, stopping if they come into
contact with any terrain. |";Par ici...;Delaque;"Jouez lorsqu'une figurine ennemie effectue un mouvement action (Simple). Au lieu de se déplacer normalement, le le combattant ennemi se déplace de D6"" dans une direction choisis par vous, s'arrêtant s'ils entrent contact avec un terrain."
../TacticsCards/DELAQUE/Perfect Disguises.png;Perfect Disguises;Delaque Tactics;"Play during the pre-battle sequence, during Step
Five: Choose Crews.

If the scenario uses the Random Selection (X)
method for choosing crews, you may add D3 to
the number shown in brackets.";Déguisements parfaits;Delaque;Jouez pendant la séquence pré-bataille, pendant l'étape Cinq : Choisissez les équipages. Si le scénario utilise la sélection aléatoire (X) méthode de choix des équipages, vous pouvez ajouter D3 à le numéro indiqué entre parenthèses.
../TacticsCards/DELAQUE/Shadowfast.png;Shad owfast;Delaque Tactics;"Play this gang tactic when a friendly Delaque
fighter takes an enemy fighter Out of Action with
an attack as part of a Charge (Double) action.

If the fighter is no longer Engaged, they may
immediately make a free Move (Simple) action.
If the fighter is Engaged, they may immediately
make a free Fight (Basic) action instead.";Rapide comme l’ombre;Delaque;Jouez cette tactique de gang lorsqu'un Delaque allié Un combattant met un combattant ennemi hors de combat avec une attaque dans le cadre d’une action Charge (Double). Si le combattant n'est plus Engagé, il peut effectuez immédiatement une action de Déplacement (Simple) gratuite. Si le combattant est Engagé, il peut immédiatement effectuez plutôt une action Combat (Basique) gratuite.
../TacticsCards/DELAQUE/Shape Shifting.png;Shape Shifting;Delaque Tactics;"Play this gang tactic when a friendly Delaque
fighter becomes Seriously Injured.

Immediately remove the Seriously Injured fighter
from the battlefield and replace them with
another member of the gang that is not currently
on the battlefield (i.e., a fighter that is not part of
your starting crew). Do not make a Lasting Injury
roll against the Seriously Injured fighter. Instead,
they go straight into Recovery as if a roll of 31-45,
Grievous Injury, had been made against them.";Métamorphose;Delaque;Jouez cette tactique de gang lorsqu'un Delaque allié le combattant est grièvement blessé. Retirez immédiatement le combattant grièvement blessé. du champ de bataille et les remplacer par un autre membre du gang qui n'est pas actuellement sur le champ de bataille (c'est-à-dire un combattant qui ne fait pas partie votre équipage de départ). Ne faites pas de blessure durable lancez un jet contre le combattant gravement blessé. Au lieu de cela, ils vont directement en récupération comme s'il s'agissait d'un jet de 31-45, Des blessures graves avaient été infligées à eux.
../TacticsCards/DELAQUE/Shifting Shadows.png;Shifting Shadows;Delaque Tactics;"Play this gang tactic when activating a friendly
Delaque fighter.

The activated pphtes may immediately be
removed from the battlefield and replaced
anywhere within 4"" of its previous location.";Ombres changeantes;Delaque;"Jouez cette tactique de gang lors de l'activation d'un combattant allié Delaque. Les pages activées peuvent être immédiatement retiré du champ de bataille et remplacé n'importe où à moins de 4"" de son emplacement précédent."
../TacticsCards/DELAQUE/Shooting at Shadows.png;Shooting at Shadows;Delaque Tactics;"Play this gang tactic when a friendly Delaque
fighter is hit by an enemy ranged attack.

Roll a D6. On a 2+, the hit has no effect against
the chosen fighter. On a 1, they are affected as
normal but this gang tactic is not discarded.";Tirer dans les ombres;Delaque;Jouez cette tactique de gang lorsqu'un Delaque allié le combattant est touché par une attaque à distance ennemie. Lancez un D6. Sur 2+, le coup n'a aucun effet contre le combattant choisi. Sur 1, ils sont affectés comme normal mais cette tactique de gang n’est pas écartée.
../TacticsCards/DELAQUE/Sightblind Traps.png;Sightblind Traps;Delaque Tactics;"Play this gang tactic instead of activating a fighter
Place a Sightblind trap marker anywhere within
2"" of one of your fighters. When triggered roll

a D6, on a 4+ it is a Real Trap as detailed in the
rules for Hidden Traps.";Pièges aveuglants;Delaque;"Jouez cette tactique de gang au lieu d'activer un combattant Placez un marqueur de piège pour les aveugles n'importe où à l'intérieur 2"" d'un de vos combattants. Lorsqu'il est déclenché, lancez un jet un D6, sur un 4+ c'est un vrai piège comme détaillé dans le règles pour les pièges cachés."
../TacticsCards/DELAQUE/Snakes in the Dark.png;Snakes in the Dark;Delaque Tactics;"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed. If the
scenario requires you to deploy your gang first,
you may redeploy any number of your fighters
after your opponent has deployed their gang.

In other words, you may remove any number of
your fighters from the battlefield and deploy
them again. Redeployed fighters must follow the
deployment rules as determined by the scenario.";Serpents dans le noir;Delaque;Jouez cette tactique de gang au début du Étape de déploiement de la séquence pré-bataille, avant que des combattants aient été déployés. Si le le scénario vous oblige à déployer votre gang en premier, vous pouvez redéployer un nombre de vos combattants après que votre adversaire a déployé son gang. En d'autres termes, vous pouvez supprimer un nombre de vos combattants du champ de bataille et déployez-les eux encore. Les combattants redéployés doivent suivre les règles de déploiement déterminées par le scénario.
../TacticsCards/DELAQUE/Vanish.png;Vanish;Delaque Tactics;"| Play during any End phase, immediately
after failing a Bottle test.

Remove all friendly models from the board, |
even if they are Engaged in melee. The game
then ends.";Disparaître;Delaque;Jouez pendant une phase de Fin, immédiatement après avoir échoué à un test de bouteille. Supprimez toutes les figurines amies du plateau, même s'ils sont engagés en mêlée. Le jeu puis se termine.
../TacticsCards/DELAQUE/Web Traps.png;Web Traps;Delaque Tactics;"Play this gang tactic instead of activating a fighter
Place a Web trap marker anywhere within 2"" of
one of your penters: When triggered roll a D6,
on a 4+ it is a Real Trap as detailed in the rules
for Hidden Traps.";Pièges à toile;Delaque;"Jouez cette tactique de gang au lieu d'activer un combattant Placez un marqueur de piège Web n'importe où à moins de 2"" de l'un de vos penters : Lorsqu'il est déclenché, lancez un D6, sur 4+ c'est un Vrai Piège comme détaillé dans les règles pour les pièges cachés."
../TacticsCards/DELAQUE/Whispered Threats.png;Whispered Threats;Delaque Tactics;"Play this gang tactic when the enemy gang makes
its first Bottle test of the battle.

The enemy player must make this Bottle test on
21D6, rather than the usual D6.";Menaces chuchotées;Delaque;Jouez cette tactique de gang lorsque le gang ennemi fait son premier test de bouteille de la bataille. Le joueur ennemi doit faire ce test de Bouteille sur 21D6, plutôt que le D6 habituel.
../TacticsCards/DELAQUE/Whisperer.png;Whisperer;Delaque Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before

the first round.

Choose a friendly Delaque fighter in your
starting crew. Until the end of this battle, that
fighter gains the Psychoteric Mastery and Non-
Sanctioned es special rules and knows one
Psychoteric Whisper of your choice. This does
not affect their Credits cost.";Chuchoteur;Delaque;Jouez cette tactique de gang au début de la bataille, après que les deux camps se soient déployés, mais avant le premier tour. Choisissez un combattant Delaque allié dans votre équipage de départ. Jusqu'à la fin de cette bataille, cela Le combattant acquiert la maîtrise psychotérique et le non- Sanctionné avec des règles spéciales et en connaît un Murmure psychotérique de votre choix. Cela fait n’affecte pas le coût de leurs crédits.
../TacticsCards/ENFORCERS/Ankle Holster.png;Ankle Holster;Enforcers Tactics;"Play this card when activating a fighter.

Tuck this card under the fighter's card. While it
is there, the fighter may use their stub gun to
make Shoot (Simple) actions as well as or in
place of making Shoot (Basic) actions with

any other ranged weapon. If the Ammo symbol
is rolled on the Firepower dice, the card is
discarded.";Étui de cheville;Enforcers;Jouez cette carte lors de l'activation d'un combattant. Glissez cette carte sous la carte du combattant. Pendant qu'il est là, le combattant peut utiliser son pistolet pour faire des actions de tir (simples) ainsi que ou dans lieu de réalisation d'actions Shoot (Basic) avec toute autre arme à distance. Si le symbole Munitions est lancé sur les dés de puissance de feu, la carte est rejeté.
../TacticsCards/ENFORCERS/Appropriate Force.png;Appropriate Force;Enforcers Tactics;"Play this card when activating a fighter.

If this fighter makes a Fight (Basic) action, they
gain one additional attack. This attack must be
made with a weapon with the Melee trait and
cannot be made with a weapon with the Sidearm
trait. Roll for this attack separately and, if it hits,
is resolved at +1 Damage.";Force appropriée;Enforcers;Jouez cette carte lors de l'activation d'un combattant. Si ce combattant effectue une action Combat (Basique), il gagnez une attaque supplémentaire. Cette attaque doit être fabriqué avec une arme avec le trait Mêlée et ne peut pas être fabriqué avec une arme avec l'arme de poing trait. Lancez les dés pour cette attaque séparément et, si elle réussit, est résolu à +1 Dégâts.
../TacticsCards/ENFORCERS/Big Red Key.png;Big Red Key;Enforcers Tactics;"Play at the start of any round. |
For the duration of this round, any Force |
Door (Basic) actions taken by friendly |
fighters automatically succeed.";Grosse clé rouge;Enforcers;Jouez au début d’un tour. Pendant la durée de ce tour, une Force Actions de porte (de base) prises par un ami les combattants réussissent automatiquement.
../TacticsCards/ENFORCERS/Crackdown.png;| Crackdown;Enforcers Tactics;"| Play at the start of any round.

Untul the End phase of this round, all
weapons with the Melee trait used by |
friendly fighters gain the Concussion trait.";Répression;Enforcers;Jouez au début d’un tour. Jusqu'à la phase de Fin de ce tour, tous armes avec le trait Mêlée utilisées par les combattants alliés acquièrent le trait Commotion cérébrale.
../TacticsCards/ENFORCERS/Don_t Trip.png;Don't Trip!;Enforcers Tactics;"Play this card when an enemy fighter that has
used a Move (Simple) action to climb finishes
the action.

The enemy fighter must immediately pass an
Initiative check. If they fail, they will fall and are
placed back where they started. If the enemy
fighter climbed pane a ladder or stairs, they gain
a+2 modifier to the Initiative check.";Ne trébuchez pas !;Enforcers;Jouez cette carte lorsqu'un combattant ennemi qui a utilisé une action de déplacement (simple) pour gravir les arrivées l'action. Le combattant ennemi doit immédiatement passer un Contrôle d'initiative. S'ils échouent, ils tomberont et seront replacés là où ils ont commencé. Si l'ennemi Le combattant a grimpé par une échelle ou un escalier, il gagne un modificateur de +2 au test d’Initiative.
../TacticsCards/ENFORCERS/Excellent Reconnaissance.png;Excellent Reconnaissance;Enforcers Tactics;"| Play this card at the start of the Deployment
step of the Pre-battle sequence, before any
fighters have been deployed.

For the duration of this battle, one Palanite
fighter of your choice (1.e., a fighter that is
not a Subjugator) gains the Infiltrate skill.";Reconnaissance excellente;Enforcers;Jouez cette carte au début du déploiement étape de la séquence pré-combat, avant tout des combattants ont été déployés. Pendant toute la durée de cette bataille, un Palanite combattant de votre choix (1.e., un combattant qui est pas un Subjugator) acquiert la compétence Infiltration.
../TacticsCards/ENFORCERS/Extra Vest.png;Extra Vest;Enforcers Tactics;"| Play this card immediately after a fighter |
fails a save roll.

Roll a D6. On the roll of a 6, the save rollis |
passed. On any other result, the failed save
roll stands.";Gilet supplémentaire;Enforcers;Jouez cette carte immédiatement après un combattant échoue à un jet de sauvegarde. Lancez un D6. Sur le résultat d'un 6, le jet de sauvegarde est passé. Sur tout autre résultat, la sauvegarde a échoué supports à rouleaux.
../TacticsCards/ENFORCERS/Informant.png;, Informant;Enforcers Tactics;"| Play during the pre-battle sequence, during
Step 8. Deployment.

Nominate one fighter from your opponent's |
starting crew. You may remove this fighter
and redeploy them as you wish, following
the normal deployment rules for the scenario
being played.";Informateur;Enforcers;Jouez pendant la séquence d'avant-bataille, pendant Étape 8. Déploiement. Nommez un combattant parmi les équipage de départ. Vous pouvez supprimer ce combattant et redéployez-les à votre guise, en suivant les règles de déploiement normales pour le scénario étant joué.
../TacticsCards/ENFORCERS/Jaded Veteran.png;Jaded Veteran;Enforcers Tactics;"| Play this card at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed.

For the duration of this battle, one fighter of
your choice cannot be subject to the Broken
condition.";Vétéran blasé;Enforcers;Jouez cette carte au début du déploiement étape de la séquence pré-bataille, avant tout des combattants ont été déployés. Pendant toute la durée de cette bataille, un combattant de votre choix ne peut pas être soumis au Brisé état.
../TacticsCards/ENFORCERS/Lockdown.png;| Lockdown;Enforcers Tactics;"Play at the start of any round.

Every open door on the board that does not have
a door terminal closes. Every closed door on the
board that does not have a door terminal
becomes locked and can only be opened with
force, either by targeting them with attacks or by
performing a Force Door (Basic) action against
them.

Doors with terminals are unaffected by this card.";Confinement;Enforcers;Jouez au début d’un tour. Chaque porte ouverte sur le plateau qui n'a pas un terminal de porte se ferme. Chaque porte fermée sur le carte qui n'a pas de terminal de porte se verrouille et ne peut être ouvert qu'avec force, soit en les ciblant avec des attaques, soit en effectuer une action Forcer la porte (de base) contre eux. Les portes avec terminaux ne sont pas concernées par cette carte.
../TacticsCards/ENFORCERS/Shock and Awe.png;Shock and Awe;Enforcers Tactics;"Play at the start of any round. |
For the duration of this round, D3+1 |
fighters of the controlling player's choice |
gain the Fearsome skill.";Choc et crainte;Enforcers;Jouez au début d’un tour. Pour la durée de ce tour, D3+1 combattants au choix du joueur qui contrôle obtenez la compétence Redoutable.
../TacticsCards/ENFORCERS/Stop and Search.png;Stop and Search;Enforcers Tactics;"| Play immediately after a fighter in your gang
performs a Coup de Grace (Simple) or
Restrain (Simple) action.

The Enforcer rifles through the pockets of
their victim. Immediately add D6x10 credits
to the gang's Stash.";Contrôle et fouille;Enforcers;Jouez immédiatement après un combattant de votre gang effectue un Coup de Grâce (Simple) ou Restreindre l’action (Simple). L'Enforcer fouille dans les poches de leur victime. Ajoutez immédiatement des crédits D6x10 à la cachette du gang.
../TacticsCards/ESCHER/A New Strain.png;A New Strain;Escher Tactics;"Play immediately before rolling to wound |
with a Gas weapon.

Add 2 to the result of the dice roll to |
determine whether the target succumbs to
the gas.";Une nouvelle souche;Escher;Jouez immédiatement avant de lancer pour blesser avec une arme à gaz. Ajoutez 2 au résultat du lancer de dés à déterminer si la cible succombe à le gaz.
../TacticsCards/ESCHER/Blade Traps.png;Blade Traps;Escher Tactics;"Play this gang tactic instead of activating

a fighter.

Place a Blade Cage marker anywhere within |

2"" of one of your fighters. When triggered, |

roll a D6. On a 4+, it is a Real Trap as |

detailed in the rules for Hidden Trapson
page 100 of House of Blades.";Pièges à lames;Escher;"Jouez cette tactique de gang au lieu d'activer un combattant. Placez un marqueur Blade Cage n’importe où dans 2"" d'un de vos combattants. Lorsqu'il est déclenché, lancez un D6. Sur 4+, c'est un vrai piège car détaillé dans les règles de Hidden Trapson page 100 de la Maison des Lames."
../TacticsCards/ESCHER/Chemical Reign.png;Chemical Reign;Escher Tactics;"Play this gang tactic when activating a fighter.
The active fighter can choose to apply a single
Chem-alchemy effect to one of their weapons
that has either the Gas and /or Toxin traits.";Règne chimique;Escher;Jouez cette tactique de gang lors de l'activation d'un combattant. Le combattant actif peut choisir d'appliquer un seul Effet chimio-alchimique sur l'une de ses armes qui possède soit les traits Gaz et/ou Toxine.
../TacticsCards/ESCHER/Counter-Charge.png;Counter-Charge;Escher Tactics;"Play this card when an enemy fighter makes a
Charge action, after they move but before they
make their attacks.

Pick a Readied fighter from your gang. They can
make a Standard Move (adding D3"" to the
distance they can move, as though they were
charging) towards the enemy fighter who
charged. The counter-charging fighter cannot
make any attacks, but they can make Reaction
attacks and grant assists /interference as normal.";Contre-charge;Escher;"Jouez cette carte lorsqu'un combattant ennemi fait un action de Charge, après leur déplacement mais avant qu'ils lancer ses attaques. Choisissez un combattant Readyed dans votre gang. Ils peuvent effectuer un mouvement standard (en ajoutant D3"" au distance qu'ils peuvent parcourir, comme s'ils étaient chargeant) vers le combattant ennemi qui chargé. Le combattant qui contre-charge ne peut pas faire des attaques, mais ils peuvent faire une réaction attaque et accorde des aides/interférences comme d’habitude."
../TacticsCards/ESCHER/Dance of Death.png;Dance of Death;Escher Tactics;"Play this gang tactic at the start of the
Action phase.

For the duration of the round, all friendly
Escher fighters gain the Acrobatic skill.";Danse de la mort;Escher;Jouez cette tactique de gang au début du Phase d'action. Pendant toute la durée du round, tous amicaux Les combattants Escher acquièrent la compétence Acrobatique.
../TacticsCards/ESCHER/Death and the Maiden.png;Death and the Maiden;Escher Tactics;"Play this gang tactic when a friendly fighter |
suffers a Memorable Death result on the
Lasting Injury table. |
Roll 2D6. If the result is equal to or lower
than the fighter's Toughness

characteristic, add a Death- maiden to your
gang. The new Death-maiden comes with |
no advancements or equipment. |";La mort et la jeune fille;Escher;Jouez cette tactique de gang lorsqu'un combattant allié subit un résultat de Mort Mémorable sur le tableau des Blessures Durables. Lancez 2D6. Si le résultat est égal ou inférieur que la robustesse du combattant caractéristique, ajoutez une Fille de la Mort à votre bande. La nouvelle Death-maiden est livrée avec aucun avancement ni équipement.
../TacticsCards/ESCHER/Free Fall.png;Free Fall;Escher Tactics;"Play this gang tactic at the start of |
the battle, after both sides have deployed, |
but before the first round.
For the duration of the game, fighters in |
your crew gain the Catfall skill. |";Chute libre;Escher;Jouez cette tactique de gang au début de la bataille, une fois les deux camps déployés, mais avant le premier tour. Pendant toute la durée du jeu, les combattants de votre équipage acquiert la compétence Catfall.
../TacticsCards/ESCHER/Gas Trap.png;Gas Trap;Escher Tactics;"Play this at the start of the battle when setting up
your gang. Pick any of your fighters to carry the
trap, and put this card under their card. Once
during the game, the fighter, as long as they are
Active, can Set Gas Trap (Double) - Place a Gas
Trap marker within 1"" of the fighter. Then they
can move up to D6"". If the fighter goes Out of
Action before making this action, roll a D6. On a
1, the trap triggered (centred on the fighter's base)
On a 2-3, place a Gas Trap marker where the
fighter stood. On a 4+, discard this card.";Piège à gaz;Escher;"Jouez ceci au début de la bataille lors de la mise en place votre gang. Choisissez l'un de vos combattants pour porter le piège et placez cette carte sous sa carte. Une fois pendant le jeu, le combattant, tant qu'il est Actif, peut définir un piège à gaz (double) - Placer un gaz Marqueur Piège à 1"" ou moins du combattant. Ensuite, il peut avancer jusqu'à D6"". Si le combattant sort de Action Avant d'effectuer cette action, lancez 1D6. Sur un 1, le piège déclenché (centré sur le socle du combattant) Sur 2-3, placez un marqueur Piège à Gaz à l'endroit où se trouve le le combattant se leva. Sur 4+, défaussez cette carte."
../TacticsCards/ESCHER/Gifts of the Matron.png;Gifts of the Matron;Escher Tactics;"Play this gang tactic when activating

a fighter.

The fighter can choose to apply a single
Chem-alchemy Stimm effect to themselves.";Dons de la Matrone;Escher;Jouez cette tactique de gang lors de l'activation un combattant. Le combattant peut choisir d'appliquer un seul Effet Stimm chimio-alchimique sur eux-mêmes.
../TacticsCards/ESCHER/Hit and Run.png;Hit and Run;Escher Tactics;"Play this gang tactic at the start of the End
phase.

Choose three of your fighters. These
fighters may make a free Move (Simple)
action or a Retreat (Basic) action.";Frappe et fuite;Escher;Jouez cette tactique de gang au début de la Fin phase. Choisissez trois de vos combattants. Ces les combattants peuvent effectuer un mouvement gratuit (simple) ou une action Retraite (Basique).
../TacticsCards/ESCHER/Kill Count.png;Kill Count;Escher Tactics;"Play this tactic at the start of the Action phase.
Choose a number between | and 6. If this
number of enemy fighters are Seriously Injured
or taken OOA as a result of attacks made by your
fighters this round (fighters fleeing the battle as
a result of failing a Bottle test don't count) then
your gang’s Leader earns XP equal to the number
chosen if she's part of your crew for this battle.
If your crew doesn't include a fighter with the
Leader (Escher) special rule, you may discard
this gang tactic and select another.";Décompte des victimes;Escher;Jouez cette tactique au début de la phase d'action. Choisissez un numéro entre et 6. Si cela nombre de combattants ennemis sont grièvement blessés ou mis Hors de combat à la suite d'attaques lancées par votre combattants ce tour (combattants fuyant la bataille comme le résultat d'un échec à un test de bouteille ne compte pas), alors le chef de votre gang gagne un XP égal au nombre choisie si elle fait partie de votre équipage pour cette bataille. Si votre équipage ne comprend pas de chasseur avec le Règle spéciale du Leader (Escher), vous pouvez vous défausser cette tactique de gang et en choisir une autre.
../TacticsCards/ESCHER/Mistress of Death.png;Mistress of Death;Escher Tactics;"Play this gang tactic when a friendly |
Death-maiden takes an enemy fighter Out
of Action. |
The Death-maiden's activation immediately
ends, but she immediately becomes |
Standing and Active, and can be activated _
again this round.";Maîtresse de la mort;Escher;Jouez cette tactique de gang lors d'un match amical La jeune fille de la mort élimine un combattant ennemi d’Action. L'activation immédiate de la Fille de la Mort se termine, mais elle devient immédiatement Debout et Actif, et peut être activé _ encore ce tour.
../TacticsCards/ESCHER/Not so Easy....png;Not so Easy...;Escher Tactics;"| Play at the start of any round after the
opposing gang has bottled out.

When making Nerve tests for opposing |
fighters to see if they flee, subtract 2 from
the result if they are within 3"" of a fighter
from this gang.";Pas si facile...;Escher;"Jouez au début d’un tour après le le gang adverse s'est embouteillé. Lors des tests nerveux pour s'opposer combattants pour voir s'ils fuient, soustrayez 2 de le résultat s'ils sont à moins de 3"" d'un combattant de ce gang."
../TacticsCards/ESCHER/Predatory Phyrr.png;Predatory Phyrr;Escher Tactics;"Play this gang tactic of the Action phase.
For the duration of the round, enemy
fighters become subject to the Horrors in
the Dark special rule as detailed in the
Necromunda Rulebook.";Phyrr prédateur;Escher;Jouez cette tactique de gang de la phase Action. Pendant toute la durée du round, l'ennemi les combattants deviennent sujets aux Horreurs dans la règle spéciale Ténèbres comme détaillée dans le Livre de règles de Necromunda.
../TacticsCards/ESCHER/Put Them Down!.png;Put Them Down!;Escher Tactics;"| Play at the end of any Action phase.

Any Seriously Injured enemy fighters that
are within 2” of an Active fighter from this _
gang are immediately taken Out of Action.";Abattez-les !;Escher;"Jouez à la fin de une phase d’Action. Tout combattant ennemi gravement blessé qui sont à moins de 2"" d'un combattant actif de ce _ le gang est immédiatement mis hors de combat."
../TacticsCards/ESCHER/Queen of the Hive.png;Queen of the Hive;Escher Tactics;"Play this gang tactic at the start of the Action
phase. For the duration of this round, enemy
fighters must pass a Willpower check if they wish
to target a fighter in your crew with the Leader
(Escher) special rule with a Shoot or Fight (Basic)
action. If this check is failed they may choose

a different target, ignoring the fighter with the
Leader (E.) special rule for the purposes of the
Target Priority rule. If your crew doesn't

include a fighter with the Leader (E.) special
rule, you may discard this tactic and select anothe!";Reine de la Ruche;Escher;Jouez cette tactique de gang au début de l'action phase. Pendant toute la durée de ce tour, l'ennemi les combattants doivent réussir un test de Volonté s'ils le souhaitent cibler un combattant de votre équipage avec le Leader (Escher) règle spéciale avec un Tir ou un Combat (Basique) actions. Si cette vérification échoue, ils peuvent choisir une cible différente, ignorant le combattant avec le Règle spéciale Leader (E.) aux fins de la Règle de priorité cible. Si votre équipage ne le fait pas inclure un combattant avec le spécial Leader (E.) En règle générale, vous pouvez abandonner cette tactique et en sélectionner une autre !
