file,title_en,type_en,text_en,title_fr,type_fr,text_fr
../TacticsCards/ENFORCERS/Jaded Veteran.png,Jaded Veteran,Enforcers Tactics,"| Play this card at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed.

For the duration of this battle, one fighter of
your choice cannot be subject to the Broken
condition.",,,
../TacticsCards/ENFORCERS/Lockdown.png,| Lockdown,Enforcers Tactics,"Play at the start of any round.

Every open door on the board that does not have
a door terminal closes. Every closed door on the
board that does not have a door terminal
becomes locked and can only be opened with
force, either by targeting them with attacks or by
performing a Force Door (Basic) action against
them.

Doors with terminals are unaffected by this card.",,,
../TacticsCards/ENFORCERS/Shock and Awe.png,Shock and Awe,Enforcers Tactics,"Play at the start of any round. |
For the duration of this round, D3+1 |
fighters of the controlling player's choice |
gain the Fearsome skill.",,,
../TacticsCards/ENFORCERS/Stop and Search.png,Stop and Search,Enforcers Tactics,"| Play immediately after a fighter in your gang
performs a Coup de Grace (Simple) or
Restrain (Simple) action.

The Enforcer rifles through the pockets of
their victim. Immediately add D6x10 credits
to the gang's Stash.",,,
../TacticsCards/ESCHER/A New Strain.png,A New Strain,Escher Tactics,"Play immediately before rolling to wound |
with a Gas weapon.

Add 2 to the result of the dice roll to |
determine whether the target succumbs to
the gas.",,,
../TacticsCards/ESCHER/Blade Traps.png,Blade Traps,Escher Tactics,"Play this gang tactic instead of activating

a fighter.

Place a Blade Cage marker anywhere within |

2"" of one of your fighters. When triggered, |

roll a D6. On a 4+, it is a Real Trap as |

detailed in the rules for Hidden Trapson
page 100 of House of Blades.",,,
../TacticsCards/ESCHER/Chemical Reign.png,Chemical Reign,Escher Tactics,"Play this gang tactic when activating a fighter.
The active fighter can choose to apply a single
Chem-alchemy effect to one of their weapons
that has either the Gas and /or Toxin traits.",,,
../TacticsCards/ESCHER/Counter-Charge.png,Counter-Charge,Escher Tactics,"Play this card when an enemy fighter makes a
Charge action, after they move but before they
make their attacks.

Pick a Readied fighter from your gang. They can
make a Standard Move (adding D3"" to the
distance they can move, as though they were
charging) towards the enemy fighter who
charged. The counter-charging fighter cannot
make any attacks, but they can make Reaction
attacks and grant assists /interference as normal.",,,
../TacticsCards/ESCHER/Dance of Death.png,Dance of Death,Escher Tactics,"Play this gang tactic at the start of the
Action phase.

For the duration of the round, all friendly
Escher fighters gain the Acrobatic skill.",,,
../TacticsCards/ESCHER/Death and the Maiden.png,Death and the Maiden,Escher Tactics,"Play this gang tactic when a friendly fighter |
suffers a Memorable Death result on the
Lasting Injury table. |
Roll 2D6. If the result is equal to or lower
than the fighter's Toughness

characteristic, add a Death- maiden to your
gang. The new Death-maiden comes with |
no advancements or equipment. |",,,
../TacticsCards/ESCHER/Free Fall.png,Free Fall,Escher Tactics,"Play this gang tactic at the start of |
the battle, after both sides have deployed, |
but before the first round.
For the duration of the game, fighters in |
your crew gain the Catfall skill. |",,,
../TacticsCards/ESCHER/Gas Trap.png,Gas Trap,Escher Tactics,"Play this at the start of the battle when setting up
your gang. Pick any of your fighters to carry the
trap, and put this card under their card. Once
during the game, the fighter, as long as they are
Active, can Set Gas Trap (Double) - Place a Gas
Trap marker within 1"" of the fighter. Then they
can move up to D6"". If the fighter goes Out of
Action before making this action, roll a D6. On a
1, the trap triggered (centred on the fighter's base)
On a 2-3, place a Gas Trap marker where the
fighter stood. On a 4+, discard this card.",,,
../TacticsCards/ESCHER/Gifts of the Matron.png,Gifts of the Matron,Escher Tactics,"Play this gang tactic when activating

a fighter.

The fighter can choose to apply a single
Chem-alchemy Stimm effect to themselves.",,,
../TacticsCards/ESCHER/Hit and Run.png,Hit and Run,Escher Tactics,"Play this gang tactic at the start of the End
phase.

Choose three of your fighters. These
fighters may make a free Move (Simple)
action or a Retreat (Basic) action.",,,
../TacticsCards/ESCHER/Kill Count.png,Kill Count,Escher Tactics,"Play this tactic at the start of the Action phase.
Choose a number between | and 6. If this
number of enemy fighters are Seriously Injured
or taken OOA as a result of attacks made by your
fighters this round (fighters fleeing the battle as
a result of failing a Bottle test don't count) then
your gang’s Leader earns XP equal to the number
chosen if she's part of your crew for this battle.
If your crew doesn't include a fighter with the
Leader (Escher) special rule, you may discard
this gang tactic and select another.",,,
../TacticsCards/ESCHER/Mistress of Death.png,Mistress of Death,Escher Tactics,"Play this gang tactic when a friendly |
Death-maiden takes an enemy fighter Out
of Action. |
The Death-maiden's activation immediately
ends, but she immediately becomes |
Standing and Active, and can be activated _
again this round.",,,
../TacticsCards/ESCHER/Not so Easy....png,Not so Easy...,Escher Tactics,"| Play at the start of any round after the
opposing gang has bottled out.

When making Nerve tests for opposing |
fighters to see if they flee, subtract 2 from
the result if they are within 3"" of a fighter
from this gang.",,,
../TacticsCards/ESCHER/Predatory Phyrr.png,Predatory Phyrr,Escher Tactics,"Play this gang tactic of the Action phase.
For the duration of the round, enemy
fighters become subject to the Horrors in
the Dark special rule as detailed in the
Necromunda Rulebook.",,,
../TacticsCards/ESCHER/Put Them Down!.png,Put Them Down!,Escher Tactics,"| Play at the end of any Action phase.

Any Seriously Injured enemy fighters that
are within 2” of an Active fighter from this _
gang are immediately taken Out of Action.",,,
../TacticsCards/ESCHER/Queen of the Hive.png,Queen of the Hive,Escher Tactics,"Play this gang tactic at the start of the Action
phase. For the duration of this round, enemy
fighters must pass a Willpower check if they wish
to target a fighter in your crew with the Leader
(Escher) special rule with a Shoot or Fight (Basic)
action. If this check is failed they may choose

a different target, ignoring the fighter with the
Leader (E.) special rule for the purposes of the
Target Priority rule. If your crew doesn't

include a fighter with the Leader (E.) special
rule, you may discard this tactic and select anothe!",,,
../TacticsCards/ESCHER/Rain of Blades.png,Rain of Blades,Escher Tactics,"| 1
Play this gang tactic when activating |
_a fighter. |
|The fighter can immediately make a Charge |
(Double) action. This charge is a free action
-and does not count against their normal |
allotment of actions this activation.
|

|",,,
../TacticsCards/ESCHER/Running Battle.png,Running Battle,Escher Tactics,"Play this gang tactic when activating a fighter.
The active fighter may make a Run and Gun
(Double) action as if they had the Hip Shooting
skill. If the fighter is part of a Group Activation
then all fighters involved in the Group Activation
may make a Run and Gun (Double) action.",,,
../TacticsCards/ESCHER/Scrag.png,Scrag,Escher Tactics,"| Play this card after one of your fighters puts
an enemy out of action in close combat.
Enemy fighters must make a Nerve testif
they are within 9"" rather than 3"" (they must
still be visible). In addition, subtract 2 from
the result of any Nerve tests made for
fighters within 3"".",,,
../TacticsCards/ESCHER/Search and Scrag.png,Search and Scrag,Escher Tactics,"Play this gang tactic when an enemy fighter fails
a Nerve test.

After the enemy fighter has completed their Run
for Cover (Double) action, any of your fighters
within 12"" of them may make a Move (Simple)
action. They must end this free move closer to
the Broken fighter.",,,
../TacticsCards/ESCHER/Shivver Prophesy.png,Shivver Prophesy,Escher Tactics,"Play this gang tactic at the start of the End |
phase.

Roll 2D6. If the result is equal to orlower |
than the current game round, play one more
full round. The game then ends and victory
conditions and rewards are worked out as
normal. |",,,
../TacticsCards/ESCHER/Side by Side.png,Side by Side,Escher Tactics,"Play instead of activating a fighter. |
Untul the end of this round, any assists that |
are granted by fighters from this gang grant |
a +2 bonus to the hit roll (instead of +1).",,,
../TacticsCards/ESCHER/Siren Howls.png,Siren Howls,Escher Tactics,"| Play at the start of any End phase.

Untul the start of the next End phase, add 1
to the result of any Bottle tests made for the |
enemy gang. In addition, Broken enemy
fighters cannot rally.",,,
../TacticsCards/ESCHER/Sisterhood of Violence.png,Sisterhood of Violence,Escher Tactics,"Play this gang tactic when an enemy fighter |
is taken Out of Action as a result of an
attack made by a friendly fighter. |
After completing the current fighter's
activation, immediately activate a friendly
fighter within 12"" of the fighter who just
activated. |",,,
../TacticsCards/ESCHER/Stealthy Advance.png,Stealthy Advance,Escher Tactics,"| Play this card after both gangs have been
set up at the start of the battle, before the
first round begins.

Up to half of the fighters in your crew
(rounding up) can immediately make a
Standard Move.",,,
../TacticsCards/ESCHER/Swift Redeployment.png,Swift Redeployment,Escher Tactics,"| Play this card instead of activating a fighter.
Roll a D3. All of your fighters can
immediately move that many inches, even if |
they have already been activated this round.",,,
../TacticsCards/ESCHER/Three-Point Landing.png,Three-Point Landing,Escher Tactics,"Sector Mechanicus only. |
Play when a fighter falls. |
The fighter is not Pinned by the fall and
does not suffer a hit. If they still have any
actions to take, they can take them. |",,,
../TacticsCards/ESCHER/Tunnel Runners.png,Tunnel Runners,Escher Tactics,"Zone Mortalis only. |
Play at the start of any round. |
For the duration of the round, all friendly
fighters can move through pitfalls and
ductways as though they were clear terrain. |
They cannot end their turn on them. |",,,
../TacticsCards/ESCHER/Ultra-Violence.png,Ultra-Violence,Escher Tactics,"| Play instead of activating a fighter.

For the remainder of the round, all weapons
with the Melee trait gain Parry - if they did
not already have it - and increase their AP

by -1.",,,
../TacticsCards/ESCHER/Unexpected Help.png,Unexpected Help,Escher Tactics,"Play this gang tactic at the start of the End |
phase.
Choose a fighter in your gang who was not |
included as part of your crew for this |
scenario. This fighter immediately arrives |
using the rules for Reinforcements.",,,
../TacticsCards/ESCHER/Wyld Hunt.png,Wyld Hunt,Escher Tactics,"Play this tactic at the start of the Deployment step
of the pre-battle sequence, before any fighters
have been deployed. Your gang may immediately
recruit a Wyld Runner and two Phelynx. These
fighters are recruited for free but will leave

the gang at the end of this battle. Wyld Runner

is armed with a whip and thr. knives. These are
not counted towards your max. crew size - they're
taken in addition to your starting crew. If you do
not have models to represent them, you may
discard this gang tactic and select another.",,,
../TacticsCards/ESCHER VEHICLES/Ash Waste Hitchhiker.png,Ash Waste Hitchhiker,Escher Vehicle Tactics,"Play this gang tactic when a friendly fighter has
failed an Initiative check to jump onto or off

a vehicle.

The Initiative check can be re-rolled.",,,
../TacticsCards/ESCHER VEHICLES/Biker Bounty.png,Biker Bounty,Escher Vehicle Tactics,"Play this gang tactic during the post-battle
sequence when receiving scenario rewards.

Add D3x5 credits to your oe Stash for each
enemy fighter subject to the Mounted condition
taken Out of Action during this battle.",,,
../TacticsCards/ESCHER VEHICLES/Chem Exhausts.png,Chem Exhausts,Escher Vehicle Tactics,"Play this gang tactic when activating a friendly
Mobile vehicle before performing any actions.
Once the vehicle's activation has finished, any
fighters that were within 1"" of the vehicle at
any point during its activation suffer

an automatic hit as if they were hit by a weapon
with the Toxin and Gas traits.",,,
../TacticsCards/ESCHER VEHICLES/Chemical Fuel Wizardry.png,Chemical Fuel Wizardry,Escher Vehicle Tactics,"Play this gang tactic at the beginning of the battle
before the first roll for Initiative.

For the duration of the battle, a friendly vehicle
increases its Movement characteristic by 2"". In
addition, at the end of each of its activations roll
a D6; on a roll of 1 the vehicle loses 1 Hull Point.",,,
../TacticsCards/ESCHER VEHICLES/Corrosive Gas.png,Corrosive Gas,Escher Vehicle Tactics,"Play this gang tactic at the beginning of the battle
before the first roll for Initiative.

For the duration of the battle, D3 weapons with
the Gas trait add 1 to any rolls to damage vehicles",,,
../TacticsCards/ESCHER VEHICLES/Death or Glory.png,Death or Glory,Escher Vehicle Tactics,"Play this gang tactic when a friendly Standing
and Active fighter is moved as a result of a
vehicle impact, before making an Initiative check
to dodge.

The fighter may immediately make a single

close combat attack against the vehicle. They
automatically fail the Initiative check to dodge
unless the vehicle is Wrecked as a result of this
attack.",,,
../TacticsCards/ESCHER VEHICLES/Full Throttle!.png,| Full Throttle!,Escher Vehicle Tactics,"Play this tactic card during the Action phase
instead of activating a model.

A friendly vehicle that does not have a Ready
marker may immediately activate. During this
activation the vehicle may only perform one
action and it must be a Move (Simple) action.
After the vehicle has finished its activation, make
a Loss of Control test for the vehicle.",,,
../TacticsCards/ESCHER VEHICLES/IT’S GONNA BLOW!!!.png,IT’S GONNA BLOW!!!,Escher Vehicle Tactics,"Play this gang tactic after a friendly vehicle is
Wrecked, before rolling on the Lasting Damage
table.

The vehicle explodes; all models within D6"" take
a S6, AP-1, D1 hit and the vehicle is then
removed from the battlefield. When rolling on
the Lasting Damage table for the vehicle, add 1
to the result.",,,
../TacticsCards/ESCHER VEHICLES/Jink!.png,Jink!,Escher Vehicle Tactics,"Play this gang tactic after a friendly fighter
subject to the Mounted condition is hit by

a ranged attack, before rolling to avoid being
Pinned.

The fighter makes an immediate Initiative
check. If the check is passed then the fighter
is not hit by the attack.",,,
../TacticsCards/ESCHER VEHICLES/Jumping the Gun.png,Jumping the Gun,Escher Vehicle Tactics,"Play this gang tactic at the beginning of the battle
before the first roll for Initiative.

D3 friendly fighters subject to the Mounted
condition may immediately make a Move
(Simple) action.",,,
../TacticsCards/ESCHER VEHICLES/Race Away.png,Race Away,Escher Vehicle Tactics,"Play this gang tactic after a friendly fighter
subject to the Mounted condition has made

a Fight (Basic) action, but before Reaction
attacks are made.

The fighter may immediately perform a free
Retreat (Basic) action. Reaction attacks can only
be made if the fighter is still Engaged with the
enemy fighter.",,,
../TacticsCards/ESCHER VEHICLES/Reckless Driving.png,Reckless Driving,Escher Vehicle Tactics,"Play this gang tactic when activating a friendly
vehicle before performing any actions.

For the duration of this activation, when
performing a Move (Simple) action, the vehicle
may make an extra pivot of up to 90 degrees at
any point before, during or after its move.",,,
../TacticsCards/ESCHER VEHICLES/Roaring Charge.png,Roaring Charge,Escher Vehicle Tactics,"Play this gang tactic when activating a friendly
fighter subject to the Mounted condition, before
performing any actions.

For the duration of this activation, if the fighter
performs a Charge (Double) action they may add
an additional D6"" to the distance moved.",,,
../TacticsCards/ESCHER VEHICLES/Steel Blur.png,Steel Blur,Escher Vehicle Tactics,"Play this gang tactic when activating a friendly
fighter subject to the Mounted condition before
performing any actions.

For the duration of this activation, Reaction
attacks cannot be made against any Ride By
attacks made by this fighter.",,,
../TacticsCards/ESCHER VEHICLES/The Last Ride.png,The Last Ride,Escher Vehicle Tactics,"Play this card when a friendly fighter subject to
the Mounted condition is taken Out of Action
before removing them from the battlefield.

The fighter immediately changes its Status to
Standing and may perform one action. The
fighter is then removed from the battlefield. If
they are taken Out of Action during this action
(for example, due to Reaction attacks) do not roll
an additional time on the Lasting Injury table,
though the enemy model will gain XP as normal
for taking them Out of Action.",,,
../TacticsCards/ESCHER VEHICLES/Wheels Down.png,Wheels Down,Escher Vehicle Tactics,"Play this gang tactic when a friendly fighter
subject to the Mounted condition falls, before
resolving any hits for falling.

The fighter takes no damage from the fall and is
not placed Prone.",,,
../TacticsCards/ESCHER VEHICLES/White Line Fury.png,White Line Fury,Escher Vehicle Tactics,"Play this gang tactic when activating a friendly
vehicle before performing any actions.

For the duration of this activation, the vehicle
treats the Move & Shoot action as a Simple
action instead of a Basic action.",,,
../TacticsCards/ESCHER VEHICLES/Wreckin' Crew.png,Wreckin' Crew,Escher Vehicle Tactics,"Play this gang tactic during the post-battle
sequence when receiving scenario rewards.

If any enemy vehicles were Wrecked then add 1
to your gang's Reputation.",,,
../TacticsCards/GENERIC CARDS/A Good Day.png,A Good Day,Conspiracy,"Play at the start of the game after both sides have
set up.

Choose a Champion or Leader model in your
crew. Tuck this card under that fighter's card.
For the duration of the game, Cool checks for
other fighters from your gang have a +2

modifier if ee within 3"" of the chosen
Champion or Leader.",,,
../TacticsCards/GENERIC CARDS/A Present for You!.png,A Present for You!,Gang Tactics,"Play this card when your opponent activates one
of their fighters, even if the fighter was activated
as part of a Group Activation. Centre the 3"" Blas
marker on the fighter who has just activated, then
roll the Scatter dice and a D6 to see where the
marker moves to. If a Hit is rolled on the Scatter
dice, the marker remains where it is. Roll a D6 on
the table below to determine what kind of
Traits(s) the blast has: [1-2 Concussion,3-4 Flash
5-6 Fear, Gas]. Any fighters under the marker
immediately suffer a hit with the Trait(s) listed.",,,
../TacticsCards/GENERIC CARDS/Adrenaline Surge.png,Adrenaline Surge,Gang Tactics,"Play when activating a fighter.
The fighter can make one additional action
this turn.",,,
../TacticsCards/GENERIC CARDS/Ancient Vox Box.png,Ancient Vox Box,Gang Tactics,"Play when activating a fighter. When this card is
played, decide how many times the activating
fighter will turn the crank (1-3 times). Roll that
many D6, add and consult table below (effects
last until the end of the current Round):

1-4; All fighters within 12"" reduce their Cool checks
by -2. 5-8: All fighters within 12"" add 1 to their
Movement. 9-12: No fighter within 18"" may be the
target of Gang Tactics or Skills. 13+: All fighters
(including the activating fighter) within 12"" must
make a Nerve test or become Broken.",,,
../TacticsCards/GENERIC CARDS/Authority Breakdown.png,Authority Breakdown,Gang Tactics,"| Play this card during any Action phase, after
Fleeing the Battlefield but before Activate
Fighters.

For the duration of this round, the range of
Leading by Example for your opponent's
Leader is decreased to 3"". If your opponent's
leader is not available for this battle, discard
this card.",,,
../TacticsCards/GENERIC CARDS/Bait and Switch.png,Bait and Switch,Gang Tactics,"| Play this card instead of activating a fighter.
Take a Ready marker from any of your
fighters and place it on a fighter who has |
already activated this round.",,,
../TacticsCards/GENERIC CARDS/Battle Madness.png,Battle Madness,Gang Tactics,"Play instead of activating a fighter.

Choose a Broken Fighter from either gang. They
immediately make a ranged attack against the
closest fighter they can see, friend or foe. If they
are in base contact with another fighter, they
make close combat attacks instead.",,,
../TacticsCards/GENERIC CARDS/Beast Lure.png,Beast Lure,Gang Tactics,"A fighter can spend an action to play this card.
Place the Beast's Lair marker within 3"" of this
fighter. Then, uae can move up to D6"". If they
end the action within 6"" of the lair, there is a
chance they will be attacked as normal.",,,
../TacticsCards/GENERIC CARDS/Beast Repellent .png,Beast Repellent,Gang Tactics,"Play this card when activating a fighter. |
For the duration of this fighter's |
activation, they do not risk rousing the Beast,
regardless of how close they are to the

Beast's Lair.",,,
../TacticsCards/GENERIC CARDS/Blackout.png,| Blackout,Gang Tactics,"Play this card at the start of any round.

For the duration of this round, ranged attacks
have an additional -1 modifier if made against
targets between 6"" and 12"" away, or a -2
modifier if made against targets more than 12""
away. Attackers using an infra-scope or photo
-goggles, or targeting a fighter with a Blaze
marker, ignore these penalties.",,,
../TacticsCards/GENERIC CARDS/Blade for Every Occasion.png,Blade for Every Occasion,Gang Tactics,"| Play this card when activating a fighter.
Tuck this card under the fighter's card.
Untul the end of the battle, this fighter has _
an additional axe.",,,
../TacticsCards/GENERIC CARDS/Blazing Fury.png,Blazing Fury,Gang Tactics,"| Play this card when activating a fighter.

For the duration of this fighter’s turn, the
Shoot action is treated as Simple rather than |
Basic.",,,
../TacticsCards/GENERIC CARDS/Blood Debt.png,Blood Debt,Gang Tactics,"Play this card when one of your fighters is

taken Out of Action by an enemy fighter's attack.
For the rest of the battle, add 1 to the result

of any hit rolls for fighters from your gang

when they target the attacker. Tuck this card
under the attacker's Fighter card as a reminder.",,,
../TacticsCards/GENERIC CARDS/Blood Fury.png,Blood Fury,Gang Tactics,"| Play when one of your fighters loses

a Wound.

Tuck this card under the fighter's card; |
for the rest of the battle, that fighter has the
Berserker skill.",,,
../TacticsCards/GENERIC CARDS/Blood Surge.png,Blood Surge,Gang Tactics,"‘Play this card when activating a fighter.

|

For the duration of the round, the fighter is

treated as if they had used a stimm-slug stash,
However, during the End phase, they do not
need to check for a stimm overload.

|

|",,,
../TacticsCards/GENERIC CARDS/Blood-drenched Champion.png,Blood-drenched Champion,Gang Tactics,"| Play this card instead of activating a fighter.
An enemy fighter of your choice that is
visible to your leader must pass a Nerve test,
subtracting 2 from the result, or become
Broken.",,,
../TacticsCards/GENERIC CARDS/Born to Slaughter.png,Born to Slaughter,Gang Tactics,"| Play this card immediately after it has been
drawn during step 7 of the pre-battle
sequence.

Nominate one fighter from your starting
crew. For the duration of this battle, that
fighter gains +1 to their Weapon Skill and
Cool but -1 to their Ballistic Skill and
Willpower.",,,
../TacticsCards/GENERIC CARDS/Breach and Clear.png,Breach and Clear,Gang Tactics,"| Play after a friendly fighter makes an
Operate Door (Simple) action or successful
Force Door (Basic) action.

The fighter may immediately make a free
Shoot (Basic) action.",,,
../TacticsCards/GENERIC CARDS/Bullet Magnet.png,Bullet Magnet,Gang Tactics,"| Play this card when a fighter fires a weapon
with the Rapid Fire trait.

Add 1 to the number of hits rolled on each —
Firepower dice.",,,
../TacticsCards/GENERIC CARDS/Burst of Courage.png,Burst of Courage,Gang Tactics,"| Play this card when making a Cool check for
a fighter.

The fighter automatically passes the check, |
and any more Cool checks they are required
to make until the end of the round.",,,
../TacticsCards/GENERIC CARDS/Chain Attacks.png,Chain Attacks,Gang Tactics,"| Play when a fighter takes an enemy Out of
Action with a Melee attack.

The activating fighter can move up to D6"" _—
and make a Fight Basic action. Their
activation then immediately ends.",,,
../TacticsCards/GENERIC CARDS/Click.png,«Click!,Gang Tactics,"Play this card after an enemy fighter
completes an attack with a ranged weapon.
The weapon immediately runs Out of Ammo,
as if it had failed an Ammo check.",,,
../TacticsCards/GENERIC CARDS/Close to Retirement.png,Close to Retirement,Gang Tactics,"| Play at the start of any round.

Untul the End phase of this round, your
opponent's Leader suffers a-2 modifier to _
any Cool checks they must make. If your
opponent's Leader is not available for this
battle, discard this card.",,,
../TacticsCards/GENERIC CARDS/Combat Drugs.png,Combat Drugs,Gang Tactics,"| Play when a fighter makes a melee attack.

|

For the duration of this turn, the fighter
gains D3 additional attacks. However, should
the fighter gain the full 3 additional attacks,
they will automatically suffer

aFlesh Wound at the end of their
activation.",,,
../TacticsCards/GENERIC CARDS/Counter-Assault .png,Counter-Assault,Gang Tactics,"| Play this card when one of your fighters
makes a Reaction attack.

The fighter’s Reaction attacks are made at
+1 to Hit. In addition, they automatically
pass the Initiative check required to make
Reaction attacks against disengaging enemy.",,,
../TacticsCards/GENERIC CARDS/Crossfire.png,| Crossfire,Gang Tactics,"| Play this card when a fighter makes a ranged
attack against a target who has already been
shot at by a friendly fighter.

The hit roll succeeds automatically.",,,
../TacticsCards/GENERIC CARDS/Cut Their Supply.png,Cut Their Supply,Gang Tactics,"Play at the start of the game after both sides |
have deployed.

Choose a weapon possessed by an enemy |
fighter. For the duration of the game, this
weapon loses the Plentiful trait if it has it,
and gains the Scarce trait if it doesn't have it.",,,
../TacticsCards/GENERIC CARDS/Dangerous Footing.png,Dangerous Footing,Gang Tactics,"Play when your opponent activates a fighter.
Immediately eae a Pitfall Crater marker
beneath the ese The fighter must take an
Initiative test. If the test is passed, the fighter
makes a Move action to safety and their
activation continues. If the Initiative test is
failed, the fighter falls into the crater and is
immediately taken Out of Action. The pitfall
Crater remains in place for the duration of the
battle.",,,
../TacticsCards/GENERIC CARDS/Deadlock.png,| Deadlock,Gang Tactics,"Zone Mortalis only. |
Play this card at the start of any round. |
Choose a closed door anywhere on

the board. For the duration of this round,
the door cannot be opened in any way. |",,,
../TacticsCards/GENERIC CARDS/Death Trap.png,Death Trap,Gang Tactics,"Zone Mortalis only.

Play this card when an enemy fighter makes an
Operate Door action to either open or close

a door.

The fighter must test to see if they are struck by
the door, as described on page 31, as if they were
standing in a doorway when the door is

closed.",,,
../TacticsCards/GENERIC CARDS/Dedicated to Duty.png,Dedicated to Duty,Gang Tactics,"Play during the End phase, before you make
a Bottle test.

Your gang automatically passes their

Bottle test.",,,
../TacticsCards/GENERIC CARDS/Desperate Effort.png,Desperate Effort,Gang Tactics,"| Play when it is your turn to activate a
fighter, but none of your fighters have
Ready markers.

Pick one of your fighters and activate them
as though they had a Ready marker. At
the end of the action, they are Pinned.",,,
../TacticsCards/GENERIC CARDS/Disorienting Shadows.png,Disorienting Shadows,Gang Tactics,"| Play at the start of any round, after rolling
for Priority.

Nominate D3 fighters on the enemy gang. |
For the duration of this round, they suffer

-1 to their Ballistic Skill and Movement
characteristics.",,,
../TacticsCards/GENERIC CARDS/Distraction.png,| Distraction,Gang Tactics,"| Play when your opponent activates a fighter.
The opposite player must make a Willpower
check for the fighter. If the checkis failed,
the fighter can only make one action this
turn, instead of two.",,,
../TacticsCards/GENERIC CARDS/Double Fisted.png,| Double- fisted,Gang Tactics,"| Play when a fighter makes a ranged attack.
For the duration of the ranged attack, the
fighter can attack with two |
ranged weapons, resolving a full attack with
each, one after the other.

Both must be made against the same target.",,,
../TacticsCards/GENERIC CARDS/Double Time.png,| Double Time,Gang Tactics,"| Play this card when activating a fighter.

This fighter can perform a free Move
(Simple) action during its activation. This _
free action is in addition to its two normal
actions.",,,
../TacticsCards/GENERIC CARDS/Duck and Cover.png,Duck and Cover,Gang Tactics,"| Play this card when activating a fighter.

This turn, the fighter may make two Fire
(Basic) actions, provided they use the same _
Basic or Pistol weapon for both. After
resolving these actions, the fighter may move
| DBE",,,
../TacticsCards/GENERIC CARDS/Eager for Battle.png,Eager for Battle,Gang Tactics,"| Play this card during the End phase, before
drawing any cards to determine which
fighters become available as

Reinforcements. |
Ad D3 to the number of Reinforcements
you receive this turn. The enemy player
deploys these extra Reinforcements on a 1-4,
instead of the usual 1-2.",,,
../TacticsCards/GENERIC CARDS/Emergency Seal.png,Emergency Seal,Gang Tactics,"Zone Mortalis only. |
Play instead of activating a fighter. |
Ductways cannot be used for the duration

of this round - they are treated as not being
on the board at all. |",,,
../TacticsCards/GENERIC CARDS/Fall Back.png,Fall Back,Gang Tactics,"| Play this card when activating a fighter.

This fighter may immediately make

a Retreat (Basic) action without havingto
make an Initiative check. Additionally, each
enemy fighter that was Engaging them is
unable to make any Reaction attacks.",,,
../TacticsCards/GENERIC CARDS/Fear of Betrayal.png,Fear of Betrayal,Gang Tactics,"Play this card instead of activating a fighter.
An enemy fighter of your choice with a Ready
marker must pass a Cool check or immediately
make a Shoot (Basic) action against the closest
visible fighter from their own gang, as if they
were an enemy fighter. They then lose their
Ready marker.",,,
../TacticsCards/GENERIC CARDS/Fearsome Reputation.png,Fearsome Reputation,Gang Tactics,"Play after one of your fighters puts an enemy
Out of Action.

For the rest of the game, any nerve checks |
made for enemy fighters within 8"" of them
have a -2 modifier.",,,
../TacticsCards/GENERIC CARDS/Fire Discipline.png,Fire Discipline,Gang Tactics,"| Play this card at the start of the battle, after
setting up your gang.

For the duration of the battle, ranged attacks.
made by your fighters only trigger an Ammo
check if the Firepower dice rolls an Ammo
symbol and the hit roll is a success.",,,
../TacticsCards/GENERIC CARDS/Forward Planning.png,Forward Planning,Gang Tactics,"Play at the start of the game, after both |
gangs have been deployed.

Choose up to three fighters. These fighters |
may immediately make a free Move (Simple)
action.",,,
../TacticsCards/GENERIC CARDS/Frag Trap.png,| Frag Trap,Gang Tactics,"Play at the start of the battle, when setting up
your gang. Pick any of your fighters to carry the
trap, and put this card under their Fighter card.
Once during the game, the fighter, as long as they
are Active, can Set Frag Trap (Double) - Place a
Frag Trap marker within 1"" of the fighter. Then
they can move up to D6"", If the fighter goes Out
of Action before making this action, roll a D6.
On a 1, the trap triggered (centred on the
fighter's base). On a 2-3, place a marker where
the fighter stood. On a 4+, discard this card.",,,
../TacticsCards/GENERIC CARDS/Got Your Back.png,Got Your Back,Gang Tactics,"| Play at the start of any round.

Untul the End phase of this round, fighters
in your gang can provide assists even if they |
are Engaged with any other fighters from

the same gang as the target of the attack.
Only one fighter can provide an assist this
way for each close combat attack.",,,
../TacticsCards/GENERIC CARDS/Grenade Bouquet .png,Grenade Bouquet,Gang Tactics,"Play this card when a fighter makes an attack
with a grenade that has a Blast trait.

The fighter may immediately make three attacks
with this type of grenade, rather than the usual
one. Each of these attacks counts as a miss and so
will automatically scatter. Once all three attacks
are resolved, the fighter will automatically fail
the Ammo check and run out of grenades of that
type.",,,
../TacticsCards/GENERIC CARDS/Gripped by Fear.png,Gripped by Fear,Gang Tactics,"| Play at the start of any round, after rolling
for Priority.

Nominate D3 fighters on the enemy gang. |
For the duration of this round, they suffer

-1 to their Weapon Skill and Cool
characteristics.",,,
../TacticsCards/GENERIC CARDS/Group Tactics.png,Group Tactics,Gang Tactics,"| Play this card when it is your turn, before
activating any fighters.
Instead of activating one fighter, activate up |
to three fighters (in the same way as making
a Group activation).",,,
